,CPP,H1H2,H1H2_output,HNR,HighFreqNoiseRatio,Jitter,LowFreqEnergyRatio,Q1,QValue,Shimmer,SpectralSlope
vibrato,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
throat,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
position,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
open,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
clean,,,,,,,0.2568768288912292,,3.5510139863633867,,
resonate,,,,,,,0.17617653800715727,,2.8201152335315447,0.3390871724227137,
unify,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
falsetto,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
chest,,,,,34.5404361414388,,,,6.807942128826548,0.22990905530052613,
nasal,,,,,3.1150563906803295,,0.2977886207702339,,,,
